backend,policy,query_id,canonical_intent_id,language,recoverability,split,task_type,domain,action,reason_code,intent_exact,committed_wrong,retrieval_calls,source_calls,steps,unknown_score,gate_route,complexity_score,ambiguity_score,open_set_score,latency_ms,gate_ms,retrieval_ms,candidate_generation_ms,belief_update_ms,policy_ms,compute_proxy
bm25,fast_only,wdi_000001_d0_en,wdi_000001,en,CLEAR,calibration,NUMERIC_LOOKUP,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.05479452054794521,QUASAR,0.382226,0.690753,0.0,3.422300098463893,0.2905000001192093,0.1941000809893012,0.26999996043741703,0.0,0.0,1.1
bm25,fast_only,wdi_000001_d2_en,wdi_000001,en,SOURCE_RECOVERABLE,calibration,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.05479452054794521,QUASAR,0.321988,0.739959,0.0,1.332900021225214,0.07750000804662704,0.14860008377581835,0.11619995348155499,0.0,0.0,1.1
bm25,fast_only,wdi_000001_d3_en,wdi_000001,en,USER_RESOLVABLE,calibration,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.06557377049180328,FAST,0.1,0.0,0.0,1.139800064265728,0.05370005965232849,0.09410001803189516,0.1023999648168683,0.0,0.0,1.1
bm25,fast_only,wdi_000001_d5_en,wdi_000001,en,USER_RESOLVABLE,calibration,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,False,True,1,1,1,0.1509433962264151,QUASAR,0.738961,0.796537,0.0,1.0714000090956688,0.06480002775788307,0.09270000737160444,0.07369997911155224,0.0,0.0,1.1
bm25,fast_only,wdi_000001_d0_pt,wdi_000001,pt,CLEAR,calibration,NUMERIC_LOOKUP,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.05479452054794521,QUASAR,0.382226,0.690753,0.0,1.137400045990944,0.05719996988773346,0.14290004037320614,0.09730004239827394,0.0,0.0,1.1
bm25,fast_only,wdi_000002_d0_en,wdi_000002,en,CLEAR,development,NUMERIC_LOOKUP,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.05479452054794521,QUASAR,0.382252,0.690839,0.0,1.0827999794855714,0.06089999806135893,0.13699999544769526,0.0934000127017498,0.0,0.0,1.1
bm25,fast_only,wdi_000002_d2_en,wdi_000002,en,SOURCE_RECOVERABLE,development,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.05479452054794521,QUASAR,0.323332,0.74444,0.0,1.1047000298276544,0.04970002919435501,0.12129999231547117,0.09169999975711107,0.0,0.0,1.1
bm25,fast_only,wdi_000002_d3_en,wdi_000002,en,USER_RESOLVABLE,development,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.06557377049180328,FAST,0.1,0.0,0.0,1.0229999898001552,0.046600005589425564,0.08389994036406279,0.08889997843652964,0.0,0.0,1.1
bm25,fast_only,wdi_000002_d5_en,wdi_000002,en,USER_RESOLVABLE,development,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,False,True,1,1,1,0.1509433962264151,QUASAR,0.73725,0.790832,0.0,1.017100061289966,0.03999995533376932,0.0836000544950366,0.06420002318918705,0.0,0.0,1.1
bm25,fast_only,wdi_000002_d0_pt,wdi_000002,pt,CLEAR,development,NUMERIC_LOOKUP,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.05479452054794521,QUASAR,0.382252,0.690839,0.0,1.4372000005096197,0.053299940191209316,0.13590010348707438,0.09109999518841505,0.0,0.0,1.1
bm25,fast_only,wdi_000003_d0_en,wdi_000003,en,CLEAR,calibration,NUMERIC_LOOKUP,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.05479452054794521,QUASAR,0.382239,0.690796,0.0,1.7689999658614397,0.09749992750585079,0.2567999763414264,0.1677999971434474,0.0,0.0,1.1
bm25,fast_only,wdi_000003_d2_en,wdi_000003,en,SOURCE_RECOVERABLE,calibration,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.05479452054794521,QUASAR,0.322656,0.742188,0.0,1.691599958576262,0.07690000347793102,0.19069993868470192,0.17360004130750895,0.0,0.0,1.1
bm25,fast_only,wdi_000003_d3_en,wdi_000003,en,USER_RESOLVABLE,calibration,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.06557377049180328,FAST,0.1,0.0,0.0,1.6047999961301684,0.07119996007531881,0.13459997717291117,0.14969997573643923,0.0,0.0,1.1
bm25,fast_only,wdi_000003_d5_en,wdi_000003,en,USER_RESOLVABLE,calibration,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,False,True,1,1,1,0.1509433962264151,QUASAR,0.73811,0.793701,0.0,1.5166000230237842,0.063000014051795,0.13289996422827244,0.10429997928440571,0.0,0.0,1.1
bm25,fast_only,wdi_000003_d0_pt,wdi_000003,pt,CLEAR,calibration,NUMERIC_LOOKUP,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.05479452054794521,QUASAR,0.382239,0.690796,0.0,1.6361000016331673,0.07740000728517771,0.2172999083995819,0.1537000061944127,0.0,0.0,1.1
bm25,fast_only,wdi_000003_cf_entity_en,wdi_000003,en,CLEAR,calibration,NUMERIC_LOOKUP,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.05479452054794521,QUASAR,0.365005,0.716682,0.0,1.1716000735759735,0.06919994484633207,0.16490009147673845,0.10850001126527786,0.0,0.0,1.1
bm25,fast_only,wdi_000004_d0_en,wdi_000004,en,CLEAR,development,NUMERIC_LOOKUP,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.05479452054794521,QUASAR,0.382239,0.690796,0.0,1.1492000194266438,0.05789997521787882,0.14410004951059818,0.09949994273483753,0.0,0.0,1.1
bm25,fast_only,wdi_000004_d2_en,wdi_000004,en,SOURCE_RECOVERABLE,development,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.05479452054794521,QUASAR,0.322656,0.742188,0.0,1.1412000749260187,0.05280005279928446,0.12360000982880592,0.09720004163682461,0.0,0.0,1.1
bm25,fast_only,wdi_000004_d3_en,wdi_000004,en,USER_RESOLVABLE,development,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.06557377049180328,FAST,0.1,0.0,0.0,1.0694999946281314,0.07650000043213367,0.08880009409040213,0.107599887996912,0.0,0.0,1.1
bm25,fast_only,wdi_000004_d5_en,wdi_000004,en,USER_RESOLVABLE,development,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,False,True,1,1,1,0.1509433962264151,QUASAR,0.73811,0.793701,0.0,1.0118000209331512,0.04309997893869877,0.09099999442696571,0.06799993570894003,0.0,0.0,1.1
bm25,fast_only,wdi_000004_d0_pt,wdi_000004,pt,CLEAR,development,NUMERIC_LOOKUP,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.05479452054794521,QUASAR,0.382239,0.690796,0.0,1.3602999970316887,0.05549995694309473,0.13729999773204327,0.09929994121193886,0.0,0.0,1.1
bm25,fast_only,wdi_000005_d0_en,wdi_000005,en,CLEAR,sealed_test,NUMERIC_LOOKUP,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.05479452054794521,QUASAR,0.382239,0.690796,0.0,1.2114000273868442,0.06530003156512976,0.19099994096904993,0.10299996938556433,0.0,0.0,1.1
bm25,fast_only,wdi_000005_d2_en,wdi_000005,en,SOURCE_RECOVERABLE,sealed_test,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.05479452054794521,QUASAR,0.322656,0.742188,0.0,1.1328000109642744,0.053999945521354675,0.12440001592040062,0.11150003410875797,0.0,0.0,1.1
bm25,fast_only,wdi_000005_d3_en,wdi_000005,en,USER_RESOLVABLE,sealed_test,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,True,False,1,1,1,0.06557377049180328,FAST,0.1,0.0,0.0,1.1204000329598784,0.04680000711232424,0.08500006515532732,0.08889997843652964,0.0,0.0,1.1
bm25,fast_only,wdi_000005_d5_en,wdi_000005,en,USER_RESOLVABLE,sealed_test,INTENT_IDENTIFICATION,wdi,ANSWER,SUFFICIENT_EVIDENCE,False,True,1,1,1,0.1509433962264151,QUASAR,0.73811,0.793701,0.0,1.0017999447882175,0.044599990360438824,0.08839997462928295,0.06620003841817379,0.0,0.0,1.1
